MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
9c:c9:eb:50:15:b2,NETGEAR04-5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2025-04-07 13:26:45,44,5220,-92,58.14512502361304,7.989616272099432,39.845740055964626,6,,,WIFI
8a:2a:a8:c2:12:57,subwayguest,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 13:26:45,36,5180,-93,58.14512502361304,7.989616272099432,39.845740055964626,6,,,WIFI
a4:c1:38:0a:b2:8b,,Misc,2025-04-07 13:26:45,,,-90,58.14512502361304,7.989616272099432,39.845740055964626,6,,89,BLE
60:76:a0:4b:33:f3,,Misc,2025-04-07 13:26:45,,7936,-77,58.14512502361304,7.989616272099432,39.845740055964626,6,,76,BLE
65:46:93:f0:7c:ff,,Uncategorized;10,2025-04-07 13:26:46,,7936,-81,58.145125028530266,7.989616266276189,39.90808329096624,4,,,BT
7d:5e:bb:8e:e6:a7,,Misc,2025-04-07 13:26:48,,,-79,58.14512503152664,7.989616262729363,39.98962854389156,4,,,BLE
09:18:54:c9:eb:45,,Misc,2025-04-07 13:26:48,,,-79,58.14512503152664,7.989616262729363,39.98962854389156,4,,,BLE
01:d0:5b:ec:3b:21,,Misc,2025-04-07 13:26:48,,,-84,58.14512503152664,7.989616262729363,39.98962854389156,4,,,BLE
a4:c1:38:a5:3a:d9,,Misc,2025-04-07 13:26:48,,,-82,58.14512503152664,7.989616262729363,39.98962854389156,4,,89,BLE
72:34:d8:d7:23:36,,Misc,2025-04-07 13:26:48,,,-79,58.14512503152664,7.989616262729363,39.98962854389156,4,,76,BLE
00:1e:42:51:25:1d,RUT240_251D,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS],2025-04-07 13:26:50,11,2462,-91,58.14512502841735,7.989616266404561,40.107345356045144,6,,,WIFI
96:18:98:72:94:a1,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 13:26:50,56,5280,-93,58.14512502841735,7.989616266404561,40.107345356045144,6,,,WIFI
5d:c2:d2:a1:38:4a,,Misc,2025-04-07 13:26:51,,,-87,58.14512502593346,7.98961626934097,40.116446112664114,6,,76,BLE
6f:c2:18:d5:9d:27,,Misc,2025-04-07 13:26:51,,,-43,58.14512502593346,7.98961626934097,40.116446112664114,6,,76,BLE
1d:9e:0a:f2:b0:42,,Misc,2025-04-07 13:26:51,,,-83,58.14512502593346,7.98961626934097,40.116446112664114,6,,,BLE
dc:36:4b:4d:3c:52,,Misc,2025-04-07 13:26:51,,,-38,58.14512502593346,7.98961626934097,40.116446112664114,6,,76,BLE
28:c9:66:91:0c:f7,,Misc,2025-04-07 13:26:51,,,-70,58.14512502593346,7.98961626934097,40.116446112664114,6,,,BLE
f7:0e:ff:2f:20:2b,,Misc,2025-04-07 13:26:51,,,-74,58.14512502593346,7.98961626934097,40.116446112664114,6,,76,BLE
fe:b7:8c:94:e6:0a,,Misc,2025-04-07 13:26:52,,,-86,58.14512502459504,7.98961627092324,40.153661840436385,6,,76,BLE
eb:e9:e6:d2:94:ad,,Misc,2025-04-07 13:26:52,,,-70,58.14512502459504,7.98961627092324,40.153661840436385,6,,76,BLE
f4:15:95:e0:3d:69,,Misc,2025-04-07 13:26:52,,,-60,58.14512502459504,7.98961627092324,40.153661840436385,6,,76,BLE
63:61:3b:b5:ba:0d,,Misc,2025-04-07 13:26:52,,,-85,58.14512502459504,7.98961627092324,40.153661840436385,6,,76,BLE
46:15:fc:1f:4d:5e,,Misc,2025-04-07 13:26:53,,,-71,58.145125024407896,7.989616271144456,40.23054505426675,6,,76,BLE
c2:3d:f0:83:59:c5,LE_WH-1000XM4,Misc,2025-04-07 13:26:53,,7936,-41,58.145125024407896,7.989616271144456,40.23054505426675,6,,301,BLE
a4:c1:38:a4:02:c8,,Misc,2025-04-07 13:26:53,,,-85,58.145125024407896,7.989616271144456,40.23054505426675,6,,89,BLE
44:da:c9:b3:b8:41,,Uncategorized;10,2025-04-07 13:26:53,,7936,-53,58.145125024407896,7.989616271144456,40.23054505426675,6,,76,BT
6d:dd:71:3c:30:42,,Misc,2025-04-07 13:26:53,,7936,-29,58.145125024407896,7.989616271144456,40.23054505426675,6,,76,BLE
e7:f7:d8:06:aa:49,,Misc,2025-04-07 13:26:53,,,-39,58.145125024407896,7.989616271144456,40.23054505426675,6,,76,BLE
cc:76:14:b0:e5:a3,,Misc,2025-04-07 13:26:55,,,-76,58.14512502576599,7.989616269538873,40.29084731870985,6,,76,BLE
59:7b:dd:b2:cc:2e,,Misc,2025-04-07 13:26:55,,,-85,58.14512502576599,7.989616269538873,40.29084731870985,6,,76,BLE
8e:47:78:bc:5e:af,,Misc,2025-04-07 13:26:55,,,-78,58.14512502576599,7.989616269538873,40.29084731870985,6,,,BLE
f8:fa:46:ed:30:25,,Misc,2025-04-07 13:26:56,,,-75,58.145125026102754,7.989616269140743,40.24262810699805,6,,76,BLE
e1:a3:c1:ae:25:bd,,Misc,2025-04-07 13:26:56,,,-80,58.145125026102754,7.989616269140743,40.24262810699805,6,,76,BLE
f6:e2:d2:f1:ec:f3,,Misc,2025-04-07 13:26:56,,,-65,58.145125026102754,7.989616269140743,40.24262810699805,6,,76,BLE
34:00:38:e2:93:90,,Misc,2025-04-07 13:26:56,,,-71,58.145125026102754,7.989616269140743,40.24262810699805,6,,,BLE
17:65:92:2f:32:59,,Misc,2025-04-07 13:26:56,,,-84,58.145125026102754,7.989616269140743,40.24262810699805,6,,,BLE
74:e3:6d:c1:b7:fc,,Misc,2025-04-07 13:26:58,,7936,-32,58.145125026328884,7.989616268873397,40.32012448787056,6,,76,BLE
d4:00:4d:f3:89:a6,,Misc,2025-04-07 13:26:58,,,-74,58.145125026328884,7.989616268873397,40.32012448787056,6,,76,BLE
eb:ec:87:6f:20:b3,,Misc,2025-04-07 13:26:58,,,-39,58.145125026328884,7.989616268873397,40.32012448787056,6,,76,BLE
f6:60:a5:85:0a:d4,,Misc,2025-04-07 13:26:58,,,-91,58.145125026328884,7.989616268873397,40.32012448787056,6,,76,BLE
4b:09:40:21:eb:72,,Uncategorized;10,2025-04-07 13:26:58,,7936,-41,58.145125026328884,7.989616268873397,40.32012448787056,6,,76,BLE
a4:c1:38:e8:71:51,,Misc,2025-04-07 13:26:58,,,-85,58.145125026328884,7.989616268873397,40.32012448787056,6,,89,BLE
21:37:71:d4:4d:ab,,Misc,2025-04-07 13:26:58,,,-78,58.145125026328884,7.989616268873397,40.32012448787056,6,,,BLE
66:7e:9f:23:8a:ca,,Misc,2025-04-07 13:26:58,,,-77,58.145125026328884,7.989616268873397,40.32012448787056,6,,76,BLE
25:27:b6:37:58:37,,Misc,2025-04-07 13:26:59,,,-76,58.14512502636644,7.989616268828999,40.33146171023527,6,,,BLE
ea:ef:93:e2:af:db,,Misc,2025-04-07 13:26:59,,,-38,58.14512502636644,7.989616268828999,40.33146171023527,6,,76,BLE
07:ed:41:58:3a:b7,,Misc,2025-04-07 13:26:59,,,-75,58.14512502636644,7.989616268828999,40.33146171023527,6,,,BLE
68:7d:b4:e6:4b:0d,PIT-Intern,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 13:27:00,132,5660,-84,58.14512502638529,7.989616268806721,40.381561449996035,6,,,WIFI
68:7d:b4:e6:4b:0e,PIT-Gjest,[ESS],2025-04-07 13:27:00,132,5660,-84,58.14512502638529,7.989616268806721,40.381561449996035,6,,,WIFI
20:47:da:7c:b1:fd,Redmi,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 13:27:00,6,2437,-78,58.14512502638529,7.989616268806721,40.381561449996035,6,,,WIFI
90:3a:e6:2c:7a:74,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-07 13:27:00,11,2462,-82,58.14512502638529,7.989616268806721,40.381561449996035,6,,,WIFI
68:7d:b4:e6:4b:0f,PIT-BYOD,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS],2025-04-07 13:27:00,132,5660,-84,58.14512502638529,7.989616268806721,40.381561449996035,6,,,WIFI
12:32:2c:d8:0d:d9,My VW 6638,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC],2025-04-07 13:27:00,40,5200,-92,58.14512502638529,7.989616268806721,40.381561449996035,6,,,WIFI
2c:1a:05:81:55:cf,clbedrift,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-07 13:27:00,140,5700,-93,58.14512502638529,7.989616268806721,40.381561449996035,6,,,WIFI
c5:9f:43:fa:61:2a,,Misc,2025-04-07 13:27:01,,,-80,58.14512502639476,7.989616268795523,40.44563160353446,6,,76,BLE
66:7e:9f:23:8a:ca,,Misc,2025-04-07 13:27:01,,,-71,58.14512502639476,7.989616268795523,40.44563160353446,6,,76,BLE
72:0a:e1:02:7d:40,,Misc,2025-04-07 13:27:01,,,-79,58.14512502639476,7.989616268795523,40.44563160353446,6,,76,BLE
5d:d7:c0:04:2b:46,,Misc,2025-04-07 13:27:01,,,-86,58.14512502639476,7.989616268795523,40.44563160353446,6,,,BLE
fe:b7:8c:94:e6:0a,,Misc,2025-04-07 13:27:02,,,-80,58.145125026397075,7.989616268792784,40.43155631788212,6,,76,BLE
69:21:e9:83:0c:e4,,Misc,2025-04-07 13:27:03,,,-88,58.145125026423955,7.989616268761007,40.487355747060626,6,,76,BLE
06:a8:d7:f8:4f:c7,,Uncategorized;10,2025-04-07 13:27:03,,7936,-43,58.145125026423955,7.989616268761007,40.487355747060626,6,,76,BLE
01:d0:5b:ec:3b:21,,Misc,2025-04-07 13:27:05,,,-76,58.145125026417155,7.989616268769054,40.54483342520945,6,,,BLE
f5:8b:c3:8c:97:83,,Misc,2025-04-07 13:27:05,,,-71,58.145125026417155,7.989616268769054,40.54483342520945,6,,76,BLE
e6:59:1c:7d:5f:23,,Misc,2025-04-07 13:27:06,,,-63,58.145125026433824,7.989616268749344,40.60974131587728,6,,76,BLE
17:65:92:2f:32:59,,Misc,2025-04-07 13:27:06,,,-76,58.145125026433824,7.989616268749344,40.60974131587728,6,,,BLE
76:de:9c:b8:48:6b,,Misc,2025-04-07 13:27:10,,,-84,58.145125026446415,7.989616268734453,40.788542322310725,6,,76,BLE
37:04:79:a2:35:1b,,Misc,2025-04-07 13:27:10,,,-88,58.145125026446415,7.989616268734453,40.788542322310725,6,,,BLE
55:dc:1c:b3:bb:11,,Uncategorized;10,2025-04-07 13:27:12,,7936,-78,58.14512502642754,7.989616268756766,40.808449454310555,6,,76,BT
5d:e9:aa:46:8a:93,,Misc,2025-04-07 13:27:12,,7936,-74,58.14512502642754,7.989616268756766,40.808449454310555,6,,76,BLE
58:af:08:86:7e:2d,,Misc,2025-04-07 13:27:13,,,-79,58.145125026455716,7.989616268723466,40.84188747392953,6,,76,BLE
7a:3b:6b:c9:6e:2d,,Misc,2025-04-07 13:27:13,,,-89,58.145125026455716,7.989616268723466,40.84188747392953,6,,76,BLE
4e:a4:d0:34:5b:6e,,Uncategorized;10,2025-04-07 13:27:14,,7936,-36,58.1451250301912,7.989616264307284,40.94347025428589,4,,,BT
56:4f:64:80:53:a2,rolex’s iPhone,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:38,6,2437,-85,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
66:fe:95:ab:8d:aa,Cat S75,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC],2025-04-08 07:58:38,149,5745,-83,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
0e:ea:14:a7:86:6a,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:38,40,5200,-93,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
00:3a:7d:75:3e:0c,IKT-Agder_Eksamen,[ESS],2025-04-08 07:58:38,132,5660,-55,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
a8:63:7d:fd:08:c2,dlink_DWR-960_5G_FD08C2,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2025-04-08 07:58:38,40,5200,-91,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
60:22:32:8d:bf:b3,2ITA,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:38,1,2412,-48,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
44:f0:34:b4:c6:c6,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:38,100,5500,-93,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
6a:22:32:8d:bc:94,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:38,44,5220,-72,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
00:3a:7d:75:3e:0e,IKT-Agder_Gjest,[ESS],2025-04-08 07:58:38,132,5660,-56,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
00:3a:7d:75:3e:0f,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-08 07:58:38,132,5660,-55,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
60:22:32:8d:bc:93,2ITA,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:38,1,2412,-68,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
72:22:32:8d:bc:94,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:38,44,5220,-72,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
aa:05:d6:ba:9d:17,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:38,40,5200,-94,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
ec:3e:b3:5c:28:6b,ArneBue5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2025-04-08 07:58:38,108,5540,-91,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
b4:de:31:f8:5e:03,IKT-Agder_Eksamen,[ESS],2025-04-08 07:58:38,11,2462,-89,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
00:3a:7d:09:97:6c,IKT-Agder_Eksamen,[ESS],2025-04-08 07:58:38,116,5580,-88,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
00:3a:7d:09:97:6f,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-08 07:58:38,116,5580,-87,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
6a:22:32:8d:bf:b4,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:38,48,5240,-50,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
00:3a:7d:75:3e:00,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-08 07:58:38,11,2462,-56,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
00:3a:7d:a2:7b:73,IKT-Agder_Eksamen,[ESS],2025-04-08 07:58:38,1,2412,-76,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
b4:de:31:f8:5e:00,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-08 07:58:38,11,2462,-89,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
6a:22:32:8d:bf:b3,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:38,1,2412,-48,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
6e:22:32:8d:bc:94,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:38,44,5220,-72,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
00:3a:7d:09:97:6e,IKT-Agder_Gjest,[ESS],2025-04-08 07:58:38,116,5580,-87,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
00:3a:7d:75:3e:03,IKT-Agder_Eksamen,[ESS],2025-04-08 07:58:38,11,2462,-56,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
00:3a:7d:75:3e:01,IKT-Agder_Gjest,[ESS],2025-04-08 07:58:38,11,2462,-56,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
66:22:32:8d:bc:94,2ITB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:38,44,5220,-72,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
0e:ea:14:87:86:6a,LærlingLab,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:38,40,5200,-92,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
7d:c6:96:0b:f4:76,,Misc,2025-04-08 07:58:38,,,-67,58.14762010610138,8.009035176605243,94.4492639465999,400,,117,BLE
cc:1e:32:13:11:31,LE_WH-1000XM4,Uncategorized,2025-04-08 07:58:38,,7936,-66,58.14762010610138,8.009035176605243,94.4492639465999,400,,301,BLE
0c:56:cd:7d:c0:e1,,Misc,2025-04-08 07:58:38,,,-40,58.14762010610138,8.009035176605243,94.4492639465999,400,,6,BLE
02:90:d7:5c:97:7c,,Misc,2025-04-08 07:58:38,,,-26,58.14762010610138,8.009035176605243,94.4492639465999,400,,6,BLE
13:a9:60:35:78:ac,,Misc,2025-04-08 07:58:38,,,-47,58.14762010610138,8.009035176605243,94.4492639465999,400,,6,BLE
38:d6:a6:b4:9f:54,,Misc,2025-04-08 07:58:38,,,-67,58.14762010610138,8.009035176605243,94.4492639465999,400,,6,BLE
70:df:d0:91:8f:ec,,Uncategorized;10,2025-04-08 07:58:38,,7936,-69,58.14762010610138,8.009035176605243,94.4492639465999,400,,76,BLE
30:0c:f3:b4:d4:d5,,Misc,2025-04-08 07:58:38,,,-33,58.14762010610138,8.009035176605243,94.4492639465999,400,,6,BLE
e8:13:04:ef:b1:2d,,Misc,2025-04-08 07:58:38,,,-90,58.14762010610138,8.009035176605243,94.4492639465999,400,,76,BLE
36:52:92:ae:cd:96,,Misc,2025-04-08 07:58:38,,,-45,58.14762010610138,8.009035176605243,94.4492639465999,400,,6,BLE
27:7f:a6:d0:5a:35,,Misc,2025-04-08 07:58:38,,,-74,58.14762010610138,8.009035176605243,94.4492639465999,400,,6,BLE
07:d1:df:bf:ca:2f,,Misc,2025-04-08 07:58:38,,,-55,58.14762010610138,8.009035176605243,94.4492639465999,400,,6,BLE
09:09:78:89:4c:e4,,Misc,2025-04-08 07:58:38,,,-71,58.14762010610138,8.009035176605243,94.4492639465999,400,,6,BLE
3c:c9:d3:55:02:f1,,Misc,2025-04-08 07:58:38,,,-25,58.14762010610138,8.009035176605243,94.4492639465999,400,,6,BLE
61:c9:87:62:86:49,LE-MayoGodsAudioDevice,Uncategorized,2025-04-08 07:58:38,,7936,-45,58.14762010610138,8.009035176605243,94.4492639465999,400,,,BLE
54:04:8e:49:bf:41,,Misc,2025-04-08 07:58:38,,7936,-72,58.14762010610138,8.009035176605243,94.4492639465999,400,,76,BLE
66:fe:95:ab:8d:aa,Cat S75,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][MFPC],2025-04-08 07:58:38,149,5745,-77,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
66:22:32:8d:bf:b4,2ITB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:38,48,5240,-51,58.14762010610138,8.009035176605243,94.4492639465999,400,,,WIFI
5e:58:d1:f0:7b:85,,Uncategorized;10,2025-04-08 07:58:40,,7936,-82,58.147621938024415,8.00903655017141,73.4479033893227,300,,117,BLE
5d:fc:b4:f6:93:e1,,Uncategorized;10,2025-04-08 07:58:40,,7936,-51,58.147621938024415,8.00903655017141,73.4479033893227,300,,76,BLE
38:f5:d5:47:33:8c,,Misc,2025-04-08 07:58:40,,,-75,58.147621938024415,8.00903655017141,73.4479033893227,300,,6,BLE
0b:11:c0:a2:6a:26,,Misc,2025-04-08 07:58:40,,,-78,58.147621938024415,8.00903655017141,73.4479033893227,300,,6,BLE
3c:4e:47:8f:04:ad,,Misc,2025-04-08 07:58:40,,,-61,58.147621938024415,8.00903655017141,73.4479033893227,300,,6,BLE
04:8c:d5:4e:23:0c,,Misc,2025-04-08 07:58:41,,,-88,58.14762202699596,8.009031499080285,100.65999179866708,300,,6,BLE
cd:2c:4a:a3:a8:34,LE_WH-1000XM4,Misc,2025-04-08 07:58:41,,7936,-82,58.14762202699596,8.009031499080285,100.65999179866708,300,,301,BLE
68:33:83:6b:16:15,,Misc,2025-04-08 07:58:41,,7936,-74,58.14762202699596,8.009031499080285,100.65999179866708,300,,76,BLE
3a:43:cc:42:ae:b7,,Uncategorized;10,2025-04-08 07:58:41,,7936,-72,58.14762202699596,8.009031499080285,100.65999179866708,300,,,BLE
68:13:3f:32:50:87,,Uncategorized;10,2025-04-08 07:58:41,,7936,-71,58.14762202699596,8.009031499080285,100.65999179866708,300,,76,BLE
58:4a:3f:34:79:4d,,Misc,2025-04-08 07:58:41,,,-81,58.14762202699596,8.009031499080285,100.65999179866708,300,,76,BLE
3c:9f:0c:be:48:7a,,Misc,2025-04-08 07:58:41,,7936,-68,58.14762202699596,8.009031499080285,100.65999179866708,300,,,BLE
6a:22:32:8d:bc:93,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:41,1,2412,-70,58.14762202699596,8.009031499080285,100.65999179866708,300,,,WIFI
6a:22:32:8d:bc:94,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:41,44,5220,-66,58.14762202699596,8.009031499080285,100.65999179866708,300,,,WIFI
72:22:32:8d:bc:94,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:41,44,5220,-65,58.14762202699596,8.009031499080285,100.65999179866708,300,,,WIFI
00:3a:7d:a2:7b:7c,IKT-Agder_Eksamen,[ESS],2025-04-08 07:58:41,52,5260,-75,58.14762202699596,8.009031499080285,100.65999179866708,300,,,WIFI
00:3a:7d:a2:7b:7e,IKT-Agder_Gjest,[ESS],2025-04-08 07:58:41,52,5260,-74,58.14762202699596,8.009031499080285,100.65999179866708,300,,,WIFI
9c:05:d6:ba:9d:17,2ITB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:41,40,5200,-92,58.14762202699596,8.009031499080285,100.65999179866708,300,,,WIFI
00:3a:7d:09:97:6c,IKT-Agder_Eksamen,[ESS],2025-04-08 07:58:41,116,5580,-83,58.14762202699596,8.009031499080285,100.65999179866708,300,,,WIFI
00:3a:7d:75:3e:00,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-08 07:58:41,11,2462,-51,58.14762202699596,8.009031499080285,100.65999179866708,300,,,WIFI
6e:22:32:8d:bc:94,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:41,44,5220,-65,58.14762202699596,8.009031499080285,100.65999179866708,300,,,WIFI
00:3a:7d:09:97:6e,IKT-Agder_Gjest,[ESS],2025-04-08 07:58:41,116,5580,-82,58.14762202699596,8.009031499080285,100.65999179866708,300,,,WIFI
00:3a:7d:a2:7b:7f,IKT-Agder_Intern,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2025-04-08 07:58:41,52,5260,-74,58.14762202699596,8.009031499080285,100.65999179866708,300,,,WIFI
66:22:32:8d:bc:94,2ITB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:41,44,5220,-66,58.14762202699596,8.009031499080285,100.65999179866708,300,,,WIFI
44:f0:34:ad:c6:57,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:41,100,5500,-90,58.14762202699596,8.009031499080285,100.65999179866708,300,,,WIFI
66:22:32:8d:bc:93,2ITB,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2025-04-08 07:58:41,1,2412,-70,58.14762202699596,8.009031499080285,100.65999179866708,300,,,WIFI
44:f0:34:ad:c6:58,Telenor4922obo,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2025-04-08 07:58:41,100,5500,-90,58.14762202699596,8.009031499080285,100.65999179866708,300,,,WIFI
58:65:c3:23:f4:3e,,Uncategorized;10,2025-04-08 07:58:44,,7936,-59,58.14762357837946,8.009019992555313,72.8613285926414,192,,76,BLE
04:8c:d5:4e:23:0c,,Misc,2025-04-08 07:58:44,,,-77,58.14762357837946,8.009019992555313,72.8613285926414,192,,6,BLE
08:23:6e:c3:7e:02,,Misc,2025-04-08 07:58:44,,7936,-71,58.14762357837946,8.009019992555313,72.8613285926414,192,,,BLE
44:28:1e:50:78:28,,Misc,2025-04-08 07:58:44,,,-79,58.14762357837946,8.009019992555313,72.8613285926414,192,,76,BLE
51:76:94:38:cc:6f,,Uncategorized;10,2025-04-08 07:58:44,,7936,-70,58.14762357837946,8.009019992555313,72.8613285926414,192,,76,BLE
63:a9:11:94:ac:64,,Misc,2025-04-08 07:58:45,,7936,-85,58.14762372032361,8.009020503830628,68.88807540012597,192,,76,BLE
4a:c5:17:ac:52:06,,Uncategorized;10,2025-04-08 07:58:45,,7936,-76,58.14762372032361,8.009020503830628,68.88807540012597,192,,76,BLE
2a:f9:70:e1:29:68,,Misc,2025-04-08 07:58:45,,,-82,58.14762372032361,8.009020503830628,68.88807540012597,192,,6,BLE
0b:11:c0:a2:6a:26,,Misc,2025-04-08 07:58:45,,,-72,58.14762372032361,8.009020503830628,68.88807540012597,192,,6,BLE
f8:af:d3:c4:1c:57,,Misc,2025-04-08 07:58:45,,,-80,58.14762372032361,8.009020503830628,68.88807540012597,192,,76,BLE
04:e5:8b:7a:b3:61,,Misc,2025-04-08 07:58:45,,,-85,58.14762372032361,8.009020503830628,68.88807540012597,192,,6,BLE
ef:3d:07:07:eb:41,,Misc,2025-04-08 07:58:47,,,-73,58.14762379182176,8.009022948106335,73.90964432897515,192,,76,BLE
cd:2c:4a:a3:a8:34,LE_WH-1000XM4,Misc,2025-04-08 07:58:47,,7936,-73,58.14762379182176,8.009022948106335,73.90964432897515,192,,301,BLE
56:ed:ef:8f:0d:99,,Misc,2025-04-08 07:58:47,,7936,-76,58.14762379182176,8.009022948106335,73.90964432897515,192,,76,BLE
07:d1:df:bf:ca:2f,,Misc,2025-04-08 07:58:48,,,-31,58.14762368322557,8.009024431610463,71.64159112996482,192,,6,BLE
3c:9f:0c:be:48:7a,,Misc,2025-04-08 07:58:48,,7936,-60,58.14762368322557,8.009024431610463,71.64159112996482,192,,,BLE
5d:fc:b4:f6:93:e1,,Uncategorized;10,2025-04-08 07:58:48,,7936,-29,58.14762368322557,8.009024431610463,71.64159112996482,192,,76,BLE
56:ed:ef:8f:0d:99,,Misc,2025-04-08 07:58:48,,7936,-63,58.14762368322557,8.009024431610463,71.64159112996482,192,,76,BLE
7f:e1:c7:f8:a3:3e,,Misc,2025-04-08 07:58:48,,7936,-83,58.14762368322557,8.009024431610463,71.64159112996482,192,,76,BLE
2a:f9:70:e1:29:68,,Misc,2025-04-08 07:58:48,,,-76,58.14762368322557,8.009024431610463,71.64159112996482,192,,6,BLE
